ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Digital_Source
Moraid-94_seven-1,/records/1921622,Moraid,94_seven,mtalo,mtalo,m t a l o,,Berry1987[71],,,^ m t a l o $,default,https://database.outofpapua.com/records/1921622
Moraid-93_six-1,/records/1921621,Moraid,93_six,mtameri,mtameri,m t a m e r i,,Berry1987[71],,,^ m t a m e r i $,default,https://database.outofpapua.com/records/1921621
Moraid-96_nine-1,/records/1921624,Moraid,96_nine,mtanaha,mtanaha,m t a n a h a,,Berry1987[71],,,^ m t a n a h a $,default,https://database.outofpapua.com/records/1921624
Moraid-95_eight-1,/records/1921623,Moraid,95_eight,mtatuluk,mtatuluk,m t a t u l u k,,Berry1987[71],,,^ m t a t u l u k $,default,https://database.outofpapua.com/records/1921623
Moraid-59_moon-1,/records/1921587,Moraid,59_moon,mu,mu,m u,,Berry1987[67],,,^ m u $,default,https://database.outofpapua.com/records/1921587
Moraid-152_eat-1,/records/1921679,Moraid,152_eat,na,na,n a,,Berry1987[76],,,^ n a $,default,https://database.outofpapua.com/records/1921679
Moraid-180_suck-1,/records/1921707,Moraid,180_suck,na,na,n a,,Berry1987[78],,,^ n a $,default,https://database.outofpapua.com/records/1921707
Moraid-32_husband-1,/records/1921561,Moraid,32_husband,nabeli,nabeli,n a b e l i,,Berry1987[65],,,^ n a b e l i $,default,https://database.outofpapua.com/records/1921561
Moraid-61_name-1,/records/1921589,Moraid,61_name,nagadi,naɡadi,n a g a d i,,Berry1987[67],,,^ n a ɡ a d i $,default,https://database.outofpapua.com/records/1921589
Moraid-145_count-1,/records/1921672,Moraid,145_count,naharuwe,naharuwe,n a h a r u w e,,Berry1987[75],,,^ n a h a r u w e $,default,https://database.outofpapua.com/records/1921672
Moraid-84_yous-1,/records/1921612,Moraid,84_yous,nan,nan,n a n,,Berry1987[70],,,^ n a n $,default,https://database.outofpapua.com/records/1921612
Moraid-176_splitwood-1,/records/1921703,Moraid,176_splitwood,nautelah,nautelah,n a u t e l a h,,Berry1987[78],,,^ n a u t e l a h $,default,https://database.outofpapua.com/records/1921703
Moraid-107_dirtyhands-1,/records/1921635,Moraid,107_dirtyhands,ndaha,ⁿdaha,ⁿd a h a,,Berry1987[72],,,^ ⁿd a h a $,default,https://database.outofpapua.com/records/1921635
Moraid-144_cough-1,/records/1921671,Moraid,144_cough,ndi,ⁿdi,ⁿd i,,Berry1987[75],,,^ ⁿd i $,default,https://database.outofpapua.com/records/1921671
Moraid-26_child-1,/records/1921555,Moraid,26_child,ndrebo,ⁿdrebo,ⁿd r e b o,,Berry1987[64],,,^ ⁿd r e b o $,default,https://database.outofpapua.com/records/1921555
Moraid-142_breathe-1,/records/1921669,Moraid,142_breathe,nebar,nebar,n e b a r,,Berry1987[75],,,^ n e b a r $,default,https://database.outofpapua.com/records/1921669
Moraid-28_father-1,/records/1921557,Moraid,28_father,nema,nema,n e m a,,Berry1987[65],,,^ n e m a $,default,https://database.outofpapua.com/records/1921557
Moraid-37_mother-1,/records/1921566,Moraid,37_mother,nemi,nemi,n e m i,,Berry1987[65],,,^ n e m i $,default,https://database.outofpapua.com/records/1921566
Moraid-85_heshe-1,/records/1921613,Moraid,85_heshe,nen,nen,n e n,,Berry1987[70],,,^ n e n $,default,https://database.outofpapua.com/records/1921613
Moraid-177_stab-1,/records/1921704,Moraid,177_stab,neska,neska,n e s k a,,Berry1987[78],,,^ n e s k a $,default,https://database.outofpapua.com/records/1921704
Moraid-18_nailfinger-1,/records/1921547,Moraid,18_nailfinger,niki,niki,n i k i,,Berry1987[64],,,^ n i k i $,default,https://database.outofpapua.com/records/1921547
Moraid-8_elbow-1,/records/1921537,Moraid,8_elbow,nisie,nisie,n i s i e,,Berry1987[63],,,^ n i s i e $,default,https://database.outofpapua.com/records/1921537
Moraid-10_finger-1,/records/1921539,Moraid,10_finger,nitabo,nitabo,n i t a b o,,Berry1987[63],,,^ n i t a b o $,default,https://database.outofpapua.com/records/1921539
Moraid-195_rightside-1,/records/1921721,Moraid,195_rightside,nitoko,nitoko,n i t o k o,,Berry1987[80],,,^ n i t o k o $,default,https://database.outofpapua.com/records/1921721
Moraid-192_leftside-1,/records/1921718,Moraid,192_leftside,niuwe,niuwe,n i u w e,,Berry1987[80],,,^ n i u w e $,default,https://database.outofpapua.com/records/1921718
Moraid-173_sleep-1,/records/1921700,Moraid,173_sleep,no,no,n o,,Berry1987[78],,,^ n o $,default,https://database.outofpapua.com/records/1921700
Moraid-151_drink-1,/records/1921678,Moraid,151_drink,noko,noko,n o k o,,Berry1987[76],,,^ n o k o $,default,https://database.outofpapua.com/records/1921678
Moraid-184_walk-1,/records/1921711,Moraid,184_walk,nom,nom,n o m,,Berry1987[79],,,^ n o m $,default,https://database.outofpapua.com/records/1921711
Moraid-143_come-1,/records/1921670,Moraid,143_come,nsi',nsi',n s i ʔ,,Berry1987[75],,,^ ns i ' $,default,https://database.outofpapua.com/records/1921670
Moraid-153_fall-1,/records/1921680,Moraid,153_fall,nti,nti,n t i,,Berry1987[76],,,^ n t i $,default,https://database.outofpapua.com/records/1921680
Moraid-161_know-1,/records/1921688,Moraid,161_know,nu,nu,n u,,Berry1987[77],,,^ n u $,default,https://database.outofpapua.com/records/1921688
Moraid-38_person-1,/records/1921567,Moraid,38_person,nu,nu,n u,,Berry1987[65],,,^ n u $,default,https://database.outofpapua.com/records/1921567
Moraid-35_male-1,/records/1921564,Moraid,35_male,nudeli,nudeli,n u d e l i,,Berry1987[65],,,^ n u d e l i $,default,https://database.outofpapua.com/records/1921564
Moraid-29_female-1,/records/1921558,Moraid,29_female,nurid,nurid,n u r i d,,Berry1987[65],,,^ n u r i d $,default,https://database.outofpapua.com/records/1921558
Moraid-85_heshe-2,/records/1921613,Moraid,85_heshe,o,o,o,,Berry1987[70],,,^ o $,default,https://database.outofpapua.com/records/1921613
Moraid-34_louse-1,/records/1921563,Moraid,34_louse,o,o,o,,Berry1987[65],,,^ o $,default,https://database.outofpapua.com/records/1921563
Moraid-51_fog-1,/records/1921580,Moraid,51_fog,õ,õ,õ,,Berry1987[67],,,^ õ $,default,https://database.outofpapua.com/records/1921580
Moraid-131_that-1,/records/1921658,Moraid,131_that,onanafo,onanafo,o n a n a f o,,Berry1987[74],,,^ o n a n a f o $,default,https://database.outofpapua.com/records/1921658
Moraid-134_this-1,/records/1921661,Moraid,134_this,onesfo,onesfo,o n e s f o,,Berry1987[74],,,^ o n e s f o $,default,https://database.outofpapua.com/records/1921661
Moraid-191_inside-1,/records/1921717,Moraid,191_inside,paberu,paberu,p a b e r u,,Berry1987[79],,,^ p a b e r u $,default,https://database.outofpapua.com/records/1921717
Moraid-21_skin-1,/records/1921550,Moraid,21_skin,pal,pal,p a l,,Berry1987[64],,,^ p a l $,default,https://database.outofpapua.com/records/1921550
Moraid-86_we-1,/records/1921614,Moraid,86_we,pap,pap,p a p,,Berry1987[70],,,^ p a p $,default,https://database.outofpapua.com/records/1921614
Moraid-87_they-1,/records/1921615,Moraid,87_they,pap kadoa,pap_kadoa,p a p + k a d o a,,Berry1987[70],,,^ p a p _ k a d o a $,default,https://database.outofpapua.com/records/1921615
Moraid-193_near-1,/records/1921719,Moraid,193_near,patap,patap,p a t a p,,Berry1987[80],,,^ p a t a p $,default,https://database.outofpapua.com/records/1921719
Moraid-100_red-1,/records/1921628,Moraid,100_red,pe'he',pe'he',p e h e ʔ,,Berry1987[71],,,^ p e 'h e ' $,default,https://database.outofpapua.com/records/1921628
Moraid-78_thorn-1,/records/1921606,Moraid,78_thorn,pedin,pedin,p e d i n,,Berry1987[69],,,^ p e d i n $,default,https://database.outofpapua.com/records/1921606
Moraid-154_flowriver-1,/records/1921681,Moraid,154_flowriver,pedo,pedo,p e d o,,Berry1987[76],,,^ p e d o $,default,https://database.outofpapua.com/records/1921681
Moraid-98_black-1,/records/1921626,Moraid,98_black,pedu,pedu,p e d u,,Berry1987[71],,,^ p e d u $,default,https://database.outofpapua.com/records/1921626
Moraid-52_fruit-1,/records/1921581,Moraid,52_fruit,pega,peɡa,p e g a,,Berry1987[67],,,^ p e ɡ a $,default,https://database.outofpapua.com/records/1921581
Moraid-155_flybird-1,/records/1921682,Moraid,155_flybird,pehir,pehir,p e h i r,,Berry1987[76],,,^ p e h i r $,default,https://database.outofpapua.com/records/1921682
Moraid-42_tail-1,/records/1921571,Moraid,42_tail,peiya,peija,p e i j a,,Berry1987[66],,,^ p e i j a $,default,https://database.outofpapua.com/records/1921571
Moraid-47_leaf-1,/records/1921585,Moraid,47_leaf,pela,pela,p e l a,,Berry1987[67],,,^ p e l a $,default,https://database.outofpapua.com/records/1921585
Moraid-101_yellow-1,/records/1921629,Moraid,101_yellow,pelebi,pelebi,p e l e b i,,Berry1987[71],,,^ p e l e b i $,default,https://database.outofpapua.com/records/1921629
Moraid-115_largedog-1,/records/1921642,Moraid,115_largedog,pelebu,pelebu,p e l e b u,,Berry1987[73],,,^ p e l e b u $,default,https://database.outofpapua.com/records/1921642
Moraid-116_longsnake-1,/records/1921643,Moraid,116_longsnake,pelu,pelu,p e l u,,Berry1987[73],,,^ p e l u $,default,https://database.outofpapua.com/records/1921643
Moraid-104_bluntstick-1,/records/1921632,Moraid,104_bluntstick,perabutiye,perabutije,p e r a b u t i j e,,Berry1987[72],,,^ p e r a b u t i j e $,default,https://database.outofpapua.com/records/1921632
Moraid-113_heavystone-1,/records/1921640,Moraid,113_heavystone,petiye,petije,p e t i j e,,Berry1987[73],,,^ p e t i j e $,default,https://database.outofpapua.com/records/1921640
Moraid-111_fullbucket-1,/records/1921638,Moraid,111_fullbucket,põhõ,põhõ,p õ h õ,,Berry1987[73],,,^ p õ h õ $,default,https://database.outofpapua.com/records/1921638
Moraid-123_thickstick-1,/records/1921659,Moraid,123_thickstick,pokadeo,pokadeo,p o k a d e o,,Berry1987[74],,,^ p o k a d e o $,default,https://database.outofpapua.com/records/1921659
Moraid-129_straightstick-1,/records/1921656,Moraid,129_straightstick,potero,potero,p o t e r o,,Berry1987[74],,,^ p o t e r o $,default,https://database.outofpapua.com/records/1921656
Moraid-136_wetsand-1,/records/1921663,Moraid,136_wetsand,psul,psul,p s u l,,Berry1987[75],,,^ ps u l $,default,https://database.outofpapua.com/records/1921663
Moraid-125_shortsnake-1,/records/1921652,Moraid,125_shortsnake,ramu,ramu,r a m u,,Berry1987[74],,,^ r a m u $,default,https://database.outofpapua.com/records/1921652
Moraid-15_legfoot-1,/records/1921544,Moraid,15_legfoot,re,re,r e,,Berry1987[63],,,^ r e $,default,https://database.outofpapua.com/records/1921544
Moraid-166_rub-1,/records/1921693,Moraid,166_rub,ru,ru,r u,,Berry1987[77],,,^ r u $,default,https://database.outofpapua.com/records/1921693
Moraid-11_hairhead-1,/records/1921540,Moraid,11_hairhead,sadi,sadi,s a d i,,Berry1987[63],,,^ s a d i $,default,https://database.outofpapua.com/records/1921540
Moraid-147_cutgrass-1,/records/1921674,Moraid,147_cutgrass,sah,sah,s a h,,Berry1987[76],,,^ s a h $,default,https://database.outofpapua.com/records/1921674
Moraid-50_fire-1,/records/1921579,Moraid,50_fire,sal,sal,s a l,,Berry1987[67],,,^ s a l $,default,https://database.outofpapua.com/records/1921579
Moraid-72_smoke-1,/records/1921600,Moraid,72_smoke,salmbu,salᵐbu,s a l ⁿb u,,Berry1987[68],,,^ s a l ᵐb u $,default,https://database.outofpapua.com/records/1921600
Moraid-13_head-1,/records/1921542,Moraid,13_head,sapa,sapa,s a p a,,Berry1987[63],,,^ s a p a $,default,https://database.outofpapua.com/records/1921542
Moraid-174_speak-1,/records/1921701,Moraid,174_speak,sawakodre,sawakodre,s a w a k o d r e,,Berry1987[78],,,^ s a w a k o d r e $,default,https://database.outofpapua.com/records/1921701
Moraid-60_mountain-1,/records/1921588,Moraid,60_mountain,seba,seba,s e b a,,Berry1987[67],,,^ s e b a $,default,https://database.outofpapua.com/records/1921588
Moraid-31_fly-1,/records/1921560,Moraid,31_fly,sebar,sebar,s e b a r,,Berry1987[65],,,^ s e b a r $,default,https://database.outofpapua.com/records/1921560
Moraid-109_evilperson-1,/records/1921636,Moraid,109_evilperson,seki,seki,s e k i,,Berry1987[72],,,^ s e k i $,default,https://database.outofpapua.com/records/1921636
Moraid-48_cloud-1,/records/1921577,Moraid,48_cloud,seneha,seneha,s e n e h a,,Berry1987[66],,,^ s e n e h a $,default,https://database.outofpapua.com/records/1921577
Moraid-1_abdomen-1,/records/1921530,Moraid,1_abdomen,seni,seni,s e n i,,Berry1987[62],,,^ s e n i $,default,https://database.outofpapua.com/records/1921530
Moraid-172_sit-1,/records/1921699,Moraid,172_sit,sier,sier,s i e r,,Berry1987[78],,,^ s i e r $,default,https://database.outofpapua.com/records/1921699
Moraid-165_push-1,/records/1921692,Moraid,165_push,skaiyu,skaiju,s k a i j u,,Berry1987[77],,,^ s k a i j u $,default,https://database.outofpapua.com/records/1921692
Moraid-9_eye-1,/records/1921538,Moraid,9_eye,sobo,sobo,s o b o,,Berry1987[63],,,^ s o b o $,default,https://database.outofpapua.com/records/1921538
Moraid-150_dream-1,/records/1921677,Moraid,150_dream,som,som,s o m,,Berry1987[76],,,^ s o m $,default,https://database.outofpapua.com/records/1921677
Moraid-6_breast-1,/records/1921535,Moraid,6_breast,su,su,s u,,Berry1987[63],,,^ s u $,default,https://database.outofpapua.com/records/1921535
Moraid-185_washclothes-1,/records/1921712,Moraid,185_washclothes,suwa,suwa,s u w a,,Berry1987[79],,,^ s u w a $,default,https://database.outofpapua.com/records/1921712
Moraid-43_wife-1,/records/1921572,Moraid,43_wife,tabeli,tabeli,t a b e l i,,Berry1987[66],,,^ t a b e l i $,default,https://database.outofpapua.com/records/1921572
Moraid-130_swollenleg-1,/records/1921657,Moraid,130_swollenleg,tebu,tebu,t e b u,,Berry1987[74],,,^ t e b u $,default,https://database.outofpapua.com/records/1921657
Moraid-62_night-1,/records/1921590,Moraid,62_night,tedol,tedol,t e d o l,,Berry1987[68],,,^ t e d o l $,default,https://database.outofpapua.com/records/1921590
Moraid-56_jungle-1,/records/1921584,Moraid,56_jungle,teli,teli,t e l i,,Berry1987[67],,,^ t e l i $,default,https://database.outofpapua.com/records/1921584
Moraid-90_three-1,/records/1921618,Moraid,90_three,telo,telo,t e l o,,Berry1987[70],,,^ t e l o $,default,https://database.outofpapua.com/records/1921618
Moraid-7_ear-1,/records/1921536,Moraid,7_ear,tepe,tepe,t e p e,,Berry1987[63],,,^ t e p e $,default,https://database.outofpapua.com/records/1921536
Moraid-69_sea-1,/records/1921597,Moraid,69_sea,tes,tes,t e s,,Berry1987[68],,,^ t e s $,default,https://database.outofpapua.com/records/1921597
Moraid-83_i-1,/records/1921611,Moraid,83_i,tet,tet,t e t,,Berry1987[70],,,^ t e t $,default,https://database.outofpapua.com/records/1921611
Moraid-76_stick-1,/records/1921604,Moraid,76_stick,tiji,tiɟi,t i ɟ i,,Berry1987[69],,,^ t i ɟ i $,default,https://database.outofpapua.com/records/1921604
Moraid-77_sun-1,/records/1921605,Moraid,77_sun,til,til,t i l,,Berry1987[69],,,^ t i l $,default,https://database.outofpapua.com/records/1921605
Moraid-128_soreleg-1,/records/1921655,Moraid,128_soreleg,to,to,t o,,Berry1987[74],,,^ t o $,default,https://database.outofpapua.com/records/1921655
Moraid-74_star-1,/records/1921602,Moraid,74_star,tũ,tũ,t ũ,,Berry1987[69],,,^ t ũ $,default,https://database.outofpapua.com/records/1921602
Moraid-187_who-1,/records/1921714,Moraid,187_who,umho'moko,umho'moko,u m h o ˀm o k o,,Berry1987[79],,,^ u mh o 'm o k o $,default,https://database.outofpapua.com/records/1921714
Moraid-63_path-1,/records/1921591,Moraid,63_path,wahalwulo,wahalwulo,w a h a l w u l o,,Berry1987[68],,,^ w a h a lw u l o $,default,https://database.outofpapua.com/records/1921591
Moraid-189_far-1,/records/1921715,Moraid,189_far,welu,welu,w e l u,,Berry1987[79],,,^ w e l u $,default,https://database.outofpapua.com/records/1921715
Moraid-179_stink-1,/records/1921706,Moraid,179_stink,werno,werno,w e r n o,,Berry1987[78],,,^ w e r n o $,default,https://database.outofpapua.com/records/1921706
Moraid-102_white-1,/records/1921630,Moraid,102_white,wesoko,wesoko,w e s o k o,,Berry1987[72],,,^ w e s o k o $,default,https://database.outofpapua.com/records/1921630
Moraid-146_cry-1,/records/1921673,Moraid,146_cry,wi,wi,w i,,Berry1987[76],,,^ w i $,default,https://database.outofpapua.com/records/1921673
Moraid-157_hear-1,/records/1921684,Moraid,157_hear,win,win,w i n,,Berry1987[76],,,^ w i n $,default,https://database.outofpapua.com/records/1921684
Moraid-36_mosquito-1,/records/1921565,Moraid,36_mosquito,wo,wo,w o,,Berry1987[65],,,^ w o $,default,https://database.outofpapua.com/records/1921565
Moraid-110_fewstones-1,/records/1921637,Moraid,110_fewstones,yiwalo',jiwalo',j i w a l o ʔ,,Berry1987[72],,,^ j i w a l o ' $,default,https://database.outofpapua.com/records/1921637
Moraid-71_sky-1,/records/1921599,Moraid,71_sky,yu,ju,j u,,Berry1987[68],,,^ j u $,default,https://database.outofpapua.com/records/1921599
Kalabra-75_stone-1,/records/1921795,Kalabra,75_stone,am'k,am'k,a m ˀk,,Berry1987[69],,,^ a m 'k $,default,https://database.outofpapua.com/records/1921795
Kalabra-30_fish-1,/records/1921751,Kalabra,30_fish,armpiet,armpiet,a r m p i e t,,Berry1987[65],,,^ a r m p i e t $,default,https://database.outofpapua.com/records/1921751
Kalabra-151_drink-1,/records/1921870,Kalabra,151_drink,at,at,a t,,Berry1987[76],,,^ a t $,default,https://database.outofpapua.com/records/1921870
Kalabra-152_eat-1,/records/1921871,Kalabra,152_eat,atkren,atkren,a t k r e n,,Berry1987[76],,,^ a t k r e n $,default,https://database.outofpapua.com/records/1921871
Kalabra-194_outside-1,/records/1921911,Kalabra,194_outside,babri,babri,b a b r i,,Berry1987[80],,,^ b a b r i $,default,https://database.outofpapua.com/records/1921911
Kalabra-67_salt-1,/records/1921788,Kalabra,67_salt,belen,belen,b e l e n,,Berry1987[68],,,^ b e l e n $,default,https://database.outofpapua.com/records/1921788
Kalabra-163_play-1,/records/1921882,Kalabra,163_play,bet,bet,b e t,,Berry1987[77],,,^ b e t $,default,https://database.outofpapua.com/records/1921882
Kalabra-73_soilearth-1,/records/1921793,Kalabra,73_soilearth,bet,bet,b e t,,Berry1987[68],,,^ b e t $,default,https://database.outofpapua.com/records/1921793
Kalabra-140_bathe-1,/records/1921859,Kalabra,140_bathe,betsier,betsier,b e ts i e r,,Berry1987[75],,,^ b e ts i e r $,default,https://database.outofpapua.com/records/1921859
Kalabra-185_washclothes-1,/records/1921902,Kalabra,185_washclothes,bis,bis,b i s,,Berry1987[79],,,^ b i s $,default,https://database.outofpapua.com/records/1921902
Kalabra-115_largedog-1,/records/1921835,Kalabra,115_largedog,blebun,blebun,b l e b u n,,Berry1987[73],,,^ b l e b u n $,default,https://database.outofpapua.com/records/1921835
Kalabra-31_fly-1,/records/1921752,Kalabra,31_fly,blit,blit,b l i t,,Berry1987[65],,,^ b l i t $,default,https://database.outofpapua.com/records/1921752
Kalabra-158_hit-1,/records/1921877,Kalabra,158_hit,bwia,bʷia,bʷ i a,,Berry1987[77],,,^ bʷ i a $,default,https://database.outofpapua.com/records/1921877
Kalabra-160_kill-1,/records/1921879,Kalabra,160_kill,bwiafid,bʷiafid,bʷ i a f i d,,Berry1987[77],,,^ bʷ i a f i d $,default,https://database.outofpapua.com/records/1921879
Kalabra-17_mouth-1,/records/1921738,Kalabra,17_mouth,defalk,defalk,d e f a l k,,Berry1987[64],,,^ d e f a l k $,default,https://database.outofpapua.com/records/1921738
Kalabra-12_hand-1,/records/1921733,Kalabra,12_hand,defo,defo,d e f o,,Berry1987[63],,,^ d e f o $,default,https://database.outofpapua.com/records/1921733
Kalabra-35_male-1,/records/1921756,Kalabra,35_male,dele,dele,d e l e,,Berry1987[65],,,^ d e l e $,default,https://database.outofpapua.com/records/1921756
Kalabra-144_cough-1,/records/1921863,Kalabra,144_cough,dia,dia,d i a,,Berry1987[75],,,^ d i a $,default,https://database.outofpapua.com/records/1921863
Kalabra-4_bodyhair-1,/records/1921725,Kalabra,4_bodyhair,dien,dien,d i e n,,Berry1987[62],,,^ d i e n $,default,https://database.outofpapua.com/records/1921725
Kalabra-65_roof-1,/records/1921786,Kalabra,65_roof,dier,dier,d i e r,,Berry1987[68],,,^ d i e r $,default,https://database.outofpapua.com/records/1921786
Kalabra-7_ear-1,/records/1921728,Kalabra,7_ear,difitlas,difitlas,d i f i t l a s,,Berry1987[63],,,^ d i f i t l a s $,default,https://database.outofpapua.com/records/1921728
Kalabra-175_spit-1,/records/1921892,Kalabra,175_spit,difla,difla,d i f l a,,Berry1987[78],,,^ d i f l a $,default,https://database.outofpapua.com/records/1921892
Kalabra-165_push-1,/records/1921884,Kalabra,165_push,dik,dik,d i k,,Berry1987[77],,,^ d i k $,default,https://database.outofpapua.com/records/1921884
Kalabra-78_thorn-1,/records/1921798,Kalabra,78_thorn,dinik,dinik,d i n i k,,Berry1987[69],,,^ d i n i k $,default,https://database.outofpapua.com/records/1921798
Kalabra-53_garden-1,/records/1921774,Kalabra,53_garden,dotia,dotia,d o t i a,,Berry1987[67],,,^ d o t i a $,default,https://database.outofpapua.com/records/1921774
Kalabra-20_nose-1,/records/1921741,Kalabra,20_nose,drawad,drawad,d r a w a d,,Berry1987[64],,,^ d r a w a d $,default,https://database.outofpapua.com/records/1921741
Kalabra-183_vomit-1,/records/1921900,Kalabra,183_vomit,dria,dria,d r i a,,Berry1987[79],,,^ d r i a $,default,https://database.outofpapua.com/records/1921900
Kalabra-15_legfoot-1,/records/1921736,Kalabra,15_legfoot,drit,drit,d r i t,,Berry1987[63],,,^ d r i t $,default,https://database.outofpapua.com/records/1921736
Kalabra-138_afraid-1,/records/1921857,Kalabra,138_afraid,elk,elk,e l k,,Berry1987[75],,,^ e l k $,default,https://database.outofpapua.com/records/1921857
Kalabra-58_lightning-1,/records/1921779,Kalabra,58_lightning,elk,elk,e l k,,Berry1987[67],,,^ e l k $,default,https://database.outofpapua.com/records/1921779
Kalabra-118_narrowpath-1,/records/1921838,Kalabra,118_narrowpath,fadiak,fadiak,f a d i a k,,Berry1987[73],,,^ f a d i a k $,default,https://database.outofpapua.com/records/1921838
Kalabra-188_at-1,/records/1921905,Kalabra,188_at,fafoi,fafoi,f a f o i,,Berry1987[79],,,^ f a f o i $,default,https://database.outofpapua.com/records/1921905
Kalabra-21_skin-1,/records/1921742,Kalabra,21_skin,falk,falk,f a l k,,Berry1987[64],,,^ f a l k $,default,https://database.outofpapua.com/records/1921742
Kalabra-124_sharpstick-1,/records/1921843,Kalabra,124_sharpstick,fat,fat,f a t,,Berry1987[74],,,^ f a t $,default,https://database.outofpapua.com/records/1921843
Kalabra-122_rottenfruit-1,/records/1921841,Kalabra,122_rottenfruit,fban,fban,f b a n,,Berry1987[73],,,^ f b a n $,default,https://database.outofpapua.com/records/1921841
Kalabra-179_stink-1,/records/1921896,Kalabra,179_stink,fbantrie,fbantrie,f b a n t r i e,,Berry1987[78],,,^ f b a n t r i e $,default,https://database.outofpapua.com/records/1921896
Kalabra-99_green-1,/records/1921819,Kalabra,99_green,fbera,fbera,f b e r a,,Berry1987[71],,,^ f b e r a $,default,https://database.outofpapua.com/records/1921819
Kalabra-112_goodperson-1,/records/1921832,Kalabra,112_goodperson,fbot,fbot,f b o t,,Berry1987[73],,,^ f b o t $,default,https://database.outofpapua.com/records/1921832
Kalabra-98_black-1,/records/1921818,Kalabra,98_black,fdin,fdin,f d i n,,Berry1987[71],,,^ f d i n $,default,https://database.outofpapua.com/records/1921818
Kalabra-169_scratch-1,/records/1921887,Kalabra,169_scratch,fdlik,fdlik,f d l i k,,Berry1987[77],,,^ f d l i k $,default,https://database.outofpapua.com/records/1921887
Kalabra-108_drygrass-1,/records/1921828,Kalabra,108_drygrass,fdrot,fdrot,f d r o t,,Berry1987[72],,,^ f d r o t $,default,https://database.outofpapua.com/records/1921828
Kalabra-191_inside-1,/records/1921908,Kalabra,191_inside,fekales,fekales,f e k a l e s,,Berry1987[79],,,^ f e k a l e s $,default,https://database.outofpapua.com/records/1921908
Kalabra-102_white-1,/records/1921822,Kalabra,102_white,felek,felek,f e l e k,,Berry1987[72],,,^ f e l e k $,default,https://database.outofpapua.com/records/1921822
Kalabra-116_longsnake-1,/records/1921836,Kalabra,116_longsnake,felis,felis,f e l i s,,Berry1987[73],,,^ f e l i s $,default,https://database.outofpapua.com/records/1921836
Kalabra-141_blow-1,/records/1921860,Kalabra,141_blow,fero,fero,f e r o,,Berry1987[75],,,^ f e r o $,default,https://database.outofpapua.com/records/1921860
Kalabra-125_shortsnake-1,/records/1921844,Kalabra,125_shortsnake,fgateben,fɡateben,f g a t e b e n,,Berry1987[74],,,^ f ɡ a t e b e n $,default,https://database.outofpapua.com/records/1921844
Kalabra-121_oldhouse-1,/records/1921840,Kalabra,121_oldhouse,fhamat,fhamat,f h a m a t,,Berry1987[73],,,^ fh a m a t $,default,https://database.outofpapua.com/records/1921840
Kalabra-100_red-1,/records/1921820,Kalabra,100_red,fhen,fhen,f h e n,,Berry1987[71],,,^ fh e n $,default,https://database.outofpapua.com/records/1921820
Kalabra-111_fullbucket-1,/records/1921831,Kalabra,111_fullbucket,fhon,fhon,f h o n,,Berry1987[73],,,^ fh o n $,default,https://database.outofpapua.com/records/1921831
Kalabra-148_die-1,/records/1921867,Kalabra,148_die,fid,fid,f i d,,Berry1987[76],,,^ f i d $,default,https://database.outofpapua.com/records/1921867
Kalabra-119_newhouse-1,/records/1921839,Kalabra,119_newhouse,fifi,fifi,f i f i,,Berry1987[73],,,^ f i f i $,default,https://database.outofpapua.com/records/1921839
Kalabra-155_flybird-1,/records/1921874,Kalabra,155_flybird,fir,fir,f i r,,Berry1987[76],,,^ f i r $,default,https://database.outofpapua.com/records/1921874
Kalabra-52_fruit-1,/records/1921773,Kalabra,52_fruit,fiun,fiun,f i u n,,Berry1987[67],,,^ f i u n $,default,https://database.outofpapua.com/records/1921773
Kalabra-70_seed-1,/records/1921790,Kalabra,70_seed,fiun,fiun,f i u n,,Berry1987[68],,,^ f i u n $,default,https://database.outofpapua.com/records/1921790
Kalabra-104_bluntstick-1,/records/1921824,Kalabra,104_bluntstick,fkedo,fkedo,f k e d o,,Berry1987[72],,,^ f k e d o $,default,https://database.outofpapua.com/records/1921824
Kalabra-127_smoothstone-1,/records/1921846,Kalabra,127_smoothstone,fkli,fkli,f k l i,,Berry1987[74],,,^ f k l i $,default,https://database.outofpapua.com/records/1921846
Kalabra-154_flowriver-1,/records/1921873,Kalabra,154_flowriver,flik,flik,f l i k,,Berry1987[76],,,^ f l i k $,default,https://database.outofpapua.com/records/1921873
Kalabra-133_thinstick-1,/records/1921852,Kalabra,133_thinstick,fmen,fmen,f m e n,,Berry1987[74],,,^ f m e n $,default,https://database.outofpapua.com/records/1921852
Kalabra-16_meatflesh-1,/records/1921737,Kalabra,16_meatflesh,fogut,foɡut,f o g u t,,Berry1987[63],,,^ f o ɡ u t $,default,https://database.outofpapua.com/records/1921737
Kalabra-42_tail-1,/records/1921763,Kalabra,42_tail,fokales,fokales,f o k a l e s,,Berry1987[66],,,^ f o k a l e s $,default,https://database.outofpapua.com/records/1921763
Kalabra-101_yellow-1,/records/1921821,Kalabra,101_yellow,frhun,frhun,f r h u n,,Berry1987[71],,,^ f rh u n $,default,https://database.outofpapua.com/records/1921821
Kalabra-162_live-1,/records/1921881,Kalabra,162_live,fron,fron,f r o n,,Berry1987[77],,,^ f r o n $,default,https://database.outofpapua.com/records/1921881
