ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Digital_Source
Kalabra-47_branch-1,/records/1921768,Kalabra,47_branch,fsama,fsama,f s a m a,,Berry1987[66],,,^ fs a m a $,default,https://database.outofpapua.com/records/1921768
Kalabra-136_wetsand-1,/records/1921855,Kalabra,136_wetsand,fsok,fsok,f s o k,,Berry1987[75],,,^ fs o k $,default,https://database.outofpapua.com/records/1921855
Kalabra-113_heavystone-1,/records/1921833,Kalabra,113_heavystone,ftain,ftain,f t a i n,,Berry1987[73],,,^ f t a i n $,default,https://database.outofpapua.com/records/1921833
Kalabra-128_soreleg-1,/records/1921847,Kalabra,128_soreleg,ftot,ftot,f t o t,,Berry1987[74],,,^ f t o t $,default,https://database.outofpapua.com/records/1921847
Kalabra-129_straightstick-1,/records/1921848,Kalabra,129_straightstick,ftrot,ftrot,f t r o t,,Berry1987[74],,,^ f t r o t $,default,https://database.outofpapua.com/records/1921848
Kalabra-135_trulywelltospeak-1,/records/1921854,Kalabra,135_trulywelltospeak,ftrot,ftrot,f t r o t,,Berry1987[75],,,^ f t r o t $,default,https://database.outofpapua.com/records/1921854
Kalabra-106_different-1,/records/1921826,Kalabra,106_different,fwat,fʷat,fʷ a t,,Berry1987[72],,,^ fʷ a t $,default,https://database.outofpapua.com/records/1921826
Kalabra-126_smalldog-1,/records/1921845,Kalabra,126_smalldog,fwet,fʷet,fʷ e t,,Berry1987[74],,,^ fʷ e t $,default,https://database.outofpapua.com/records/1921845
Kalabra-176_splitwood-1,/records/1921893,Kalabra,176_splitwood,gafla,ɡafla,g a f l a,,Berry1987[78],,,^ ɡ a f l a $,default,https://database.outofpapua.com/records/1921893
Kalabra-149_dig-1,/records/1921868,Kalabra,149_dig,gak,ɡak,g a k,,Berry1987[76],,,^ ɡ a k $,default,https://database.outofpapua.com/records/1921868
Kalabra-147_cutgrass-1,/records/1921866,Kalabra,147_cutgrass,gardian,ɡardian,g a r d i a n,,Berry1987[76],,,^ ɡ a r d i a n $,default,https://database.outofpapua.com/records/1921866
Kalabra-1_abdomen-1,/records/1921722,Kalabra,1_abdomen,gasin,ɡasin,g a s i n,,Berry1987[62],,,^ ɡ a s i n $,default,https://database.outofpapua.com/records/1921722
Kalabra-18_nailfinger-1,/records/1921739,Kalabra,18_nailfinger,gid,ɡid,g i d,,Berry1987[64],,,^ ɡ i d $,default,https://database.outofpapua.com/records/1921739
Kalabra-97_ten-1,/records/1921817,Kalabra,97_ten,gihar,ɡihar,g i h a r,,Berry1987[71],,,^ ɡ i h a r $,default,https://database.outofpapua.com/records/1921817
Kalabra-178_stand-1,/records/1921895,Kalabra,178_stand,goro,ɡoro,g o r o,,Berry1987[78],,,^ ɡ o r o $,default,https://database.outofpapua.com/records/1921895
Kalabra-168_seek-1,/records/1921886,Kalabra,168_seek,griwe,ɡriwe,g r i w e,,Berry1987[77],,,^ ɡ r i w e $,default,https://database.outofpapua.com/records/1921886
Kalabra-142_breathe-1,/records/1921861,Kalabra,142_breathe,halia,halia,h a l i a,,Berry1987[75],,,^ h a l i a $,default,https://database.outofpapua.com/records/1921861
Kalabra-170_shootpig-1,/records/1921888,Kalabra,170_shootpig,han,han,h a n,,Berry1987[78],,,^ h a n $,default,https://database.outofpapua.com/records/1921888
Kalabra-91_four-1,/records/1921811,Kalabra,91_four,hat,hat,h a t,,Berry1987[70],,,^ h a t $,default,https://database.outofpapua.com/records/1921811
Kalabra-3_blood-1,/records/1921724,Kalabra,3_blood,hen,hen,h e n,,Berry1987[62],,,^ h e n $,default,https://database.outofpapua.com/records/1921724
Kalabra-156_give-1,/records/1921875,Kalabra,156_give,henak,henak,h e n a k,,Berry1987[76],,,^ h e n a k $,default,https://database.outofpapua.com/records/1921875
Kalabra-45_worm-1,/records/1921766,Kalabra,45_worm,henet,henet,h e n e t,,Berry1987[66],,,^ h e n e t $,default,https://database.outofpapua.com/records/1921766
Kalabra-143_come-1,/records/1921862,Kalabra,143_come,henhoi,henhoi,h e n h o i,,Berry1987[75],,,^ h e nh o i $,default,https://database.outofpapua.com/records/1921862
Kalabra-139_ashamed-1,/records/1921858,Kalabra,139_ashamed,hesfe,hesfe,h e s f e,,Berry1987[75],,,^ h e s f e $,default,https://database.outofpapua.com/records/1921858
Kalabra-145_count-1,/records/1921864,Kalabra,145_count,hiruwe,hiruwe,h i r u w e,,Berry1987[75],,,^ h i r u w e $,default,https://database.outofpapua.com/records/1921864
Kalabra-189_far-1,/records/1921906,Kalabra,189_far,holo,holo,h o l o,,Berry1987[79],,,^ h o l o $,default,https://database.outofpapua.com/records/1921906
Kalabra-27_dog-1,/records/1921748,Kalabra,27_dog,hun,hun,h u n,,Berry1987[64],,,^ h u n $,default,https://database.outofpapua.com/records/1921748
Kalabra-71_sky-1,/records/1921791,Kalabra,71_sky,jik,ɟik,ɟ i k,,Berry1987[68],,,^ ɟ i k $,default,https://database.outofpapua.com/records/1921791
Kalabra-33_leech-1,/records/1921754,Kalabra,33_leech,jok,ɟok,ɟ o k,,Berry1987[65],,,^ ɟ o k $,default,https://database.outofpapua.com/records/1921754
Kalabra-81_water-1,/records/1921801,Kalabra,81_water,kala,kala,k a l a,,Berry1987[69],,,^ k a l a $,default,https://database.outofpapua.com/records/1921801
Kalabra-14_heart-1,/records/1921735,Kalabra,14_heart,kas,kas,k a s,,Berry1987[63],,,^ k a s $,default,https://database.outofpapua.com/records/1921735
Kalabra-64_rain-1,/records/1921785,Kalabra,64_rain,kegen,keɡen,k e g e n,,Berry1987[68],,,^ k e ɡ e n $,default,https://database.outofpapua.com/records/1921785
Kalabra-55_house-1,/records/1921776,Kalabra,55_house,keit,keit,k e i t,,Berry1987[67],,,^ k e i t $,default,https://database.outofpapua.com/records/1921776
Kalabra-181_throwstone-1,/records/1921898,Kalabra,181_throwstone,kelat,kelat,k e l a t,,Berry1987[78],,,^ k e l a t $,default,https://database.outofpapua.com/records/1921898
Kalabra-82_wind-1,/records/1921802,Kalabra,82_wind,kemun,kemun,k e m u n,,Berry1987[69],,,^ k e m u n $,default,https://database.outofpapua.com/records/1921802
Kalabra-67_salt-2,/records/1921788,Kalabra,67_salt,kesern,kesern,k e s e r n,,Berry1987[68],,,^ k e s e r n $,default,https://database.outofpapua.com/records/1921788
Kalabra-182_tierope-1,/records/1921899,Kalabra,182_tierope,ket,ket,k e t,,Berry1987[79],,,^ k e t $,default,https://database.outofpapua.com/records/1921899
Kalabra-164_pull-1,/records/1921883,Kalabra,164_pull,kiliel,kiliel,k i l i e l,,Berry1987[77],,,^ k i l i e l $,default,https://database.outofpapua.com/records/1921883
Kalabra-24_bird-1,/records/1921745,Kalabra,24_bird,klen,klen,k l e n,,Berry1987[64],,,^ k l e n $,default,https://database.outofpapua.com/records/1921745
Kalabra-46_banana-1,/records/1921767,Kalabra,46_banana,ko,ko,k o,,Berry1987[66],,,^ k o $,default,https://database.outofpapua.com/records/1921767
Kalabra-186_what-1,/records/1921903,Kalabra,186_what,kreimangkaf,kreimaŋkaf,k r e i m a ŋ k a f,,Berry1987[79],,,^ k r e i m a ŋ k a f $,default,https://database.outofpapua.com/records/1921903
Kalabra-5_bone-1,/records/1921726,Kalabra,5_bone,kudus,kudus,k u d u s,,Berry1987[63],,,^ k u d u s $,default,https://database.outofpapua.com/records/1921726
Kalabra-40_rat-1,/records/1921761,Kalabra,40_rat,kus,kus,k u s,,Berry1987[66],,,^ k u s $,default,https://database.outofpapua.com/records/1921761
Kalabra-80_tree-1,/records/1921800,Kalabra,80_tree,kut,kut,k u t,,Berry1987[69],,,^ k u t $,default,https://database.outofpapua.com/records/1921800
Kalabra-47_leaf-1,/records/1921778,Kalabra,47_leaf,las,las,l a s,,Berry1987[67],,,^ l a s $,default,https://database.outofpapua.com/records/1921778
Kalabra-89_two-1,/records/1921809,Kalabra,89_two,lok,lok,l o k,,Berry1987[70],,,^ l o k $,default,https://database.outofpapua.com/records/1921809
Kalabra-41_snake-1,/records/1921762,Kalabra,41_snake,luwa,luwa,l u w a,,Berry1987[66],,,^ l u w a $,default,https://database.outofpapua.com/records/1921762
Kalabra-32_husband-1,/records/1921753,Kalabra,32_husband,mableio,mableio,m a b l e i o,,Berry1987[65],,,^ m a b l e i o $,default,https://database.outofpapua.com/records/1921753
Kalabra-19_neck-1,/records/1921740,Kalabra,19_neck,mak,mak,m a k,,Berry1987[64],,,^ m a k $,default,https://database.outofpapua.com/records/1921740
Kalabra-86_we-1,/records/1921806,Kalabra,86_we,mam,mam,m a m,,Berry1987[70],,,^ m a m $,default,https://database.outofpapua.com/records/1921806
Kalabra-123_thickstick-1,/records/1921851,Kalabra,123_thickstick,mefakfok,mefakfok,m e f a k f o k,,Berry1987[74],,,^ m e f a k f o k $,default,https://database.outofpapua.com/records/1921851
Kalabra-87_they-1,/records/1921807,Kalabra,87_they,meiyei,meijei,m e i j e i,,Berry1987[70],,,^ m e i j e i $,default,https://database.outofpapua.com/records/1921807
Kalabra-39_pig-1,/records/1921760,Kalabra,39_pig,mekruk,mekruk,m e k r u k,,Berry1987[65],,,^ m e k r u k $,default,https://database.outofpapua.com/records/1921760
Kalabra-60_mountain-1,/records/1921781,Kalabra,60_mountain,mela,mela,m e l a,,Berry1987[67],,,^ m e l a $,default,https://database.outofpapua.com/records/1921781
Kalabra-23_tongue-1,/records/1921744,Kalabra,23_tongue,men,men,m e n,,Berry1987[64],,,^ m e n $,default,https://database.outofpapua.com/records/1921744
Kalabra-92_five-1,/records/1921812,Kalabra,92_five,mhot,mhot,m h o t,,Berry1987[71],,,^ mh o t $,default,https://database.outofpapua.com/records/1921812
Kalabra-10_finger-1,/records/1921731,Kalabra,10_finger,min,min,m i n,,Berry1987[63],,,^ m i n $,default,https://database.outofpapua.com/records/1921731
Kalabra-59_moon-1,/records/1921780,Kalabra,59_moon,mok,mok,m o k,,Berry1987[67],,,^ m o k $,default,https://database.outofpapua.com/records/1921780
Kalabra-95_eight-1,/records/1921815,Kalabra,95_eight,mtadulk',mtadulk',m t a d u l k ʔ,,Berry1987[71],,,^ m t a d u l k ' $,default,https://database.outofpapua.com/records/1921815
Kalabra-94_seven-1,/records/1921814,Kalabra,94_seven,mtalok,mtalok,m t a l o k,,Berry1987[71],,,^ m t a l o k $,default,https://database.outofpapua.com/records/1921814
Kalabra-93_six-1,/records/1921813,Kalabra,93_six,mtamere,mtamere,m t a m e r e,,Berry1987[71],,,^ m t a m e r e $,default,https://database.outofpapua.com/records/1921813
Kalabra-96_nine-1,/records/1921816,Kalabra,96_nine,mtanhat,mtanhat,m t a n h a t,,Berry1987[71],,,^ m t a nh a t $,default,https://database.outofpapua.com/records/1921816
Kalabra-146_cry-1,/records/1921865,Kalabra,146_cry,mur,mur,m u r,,Berry1987[76],,,^ m u r $,default,https://database.outofpapua.com/records/1921865
Kalabra-66_rope-1,/records/1921787,Kalabra,66_rope,mus,mus,m u s,,Berry1987[68],,,^ m u s $,default,https://database.outofpapua.com/records/1921787
Kalabra-43_wife-1,/records/1921764,Kalabra,43_wife,mwasimian,mʷasimian,mʷ a s i m i a n,,Berry1987[66],,,^ mʷ a s i m i a n $,default,https://database.outofpapua.com/records/1921764
Kalabra-193_near-1,/records/1921910,Kalabra,193_near,nadefe,nadefe,n a d e f e,,Berry1987[80],,,^ n a d e f e $,default,https://database.outofpapua.com/records/1921910
Kalabra-84_yous-1,/records/1921804,Kalabra,84_yous,nan,nan,n a n,,Berry1987[70],,,^ n a n $,default,https://database.outofpapua.com/records/1921804
Kalabra-180_suck-1,/records/1921897,Kalabra,180_suck,nat,nat,n a t,,Berry1987[78],,,^ n a t $,default,https://database.outofpapua.com/records/1921897
Kalabra-107_dirtyhands-1,/records/1921827,Kalabra,107_dirtyhands,ndehan,ndehan,n d e h a n,,Berry1987[72],,,^ n d e h a n $,default,https://database.outofpapua.com/records/1921827
Kalabra-61_name-1,/records/1921782,Kalabra,61_name,nekadi,nekadi,n e k a d i,,Berry1987[67],,,^ n e k a d i $,default,https://database.outofpapua.com/records/1921782
Kalabra-195_rightside-1,/records/1921912,Kalabra,195_rightside,netugu,netuɡu,n e t u g u,,Berry1987[80],,,^ n e t u ɡ u $,default,https://database.outofpapua.com/records/1921912
Kalabra-192_leftside-1,/records/1921909,Kalabra,192_leftside,newet,newet,n e w e t,,Berry1987[80],,,^ n e w e t $,default,https://database.outofpapua.com/records/1921909
Kalabra-105_coldwind-1,/records/1921825,Kalabra,105_coldwind,ngomon,ŋomon,ŋ o m o n,,Berry1987[72],,,^ ŋ o m o n $,default,https://database.outofpapua.com/records/1921825
Kalabra-85_heshe-1,/records/1921805,Kalabra,85_heshe,nin,nin,n i n,,Berry1987[70],,,^ n i n $,default,https://database.outofpapua.com/records/1921805
Kalabra-38_person-1,/records/1921759,Kalabra,38_person,no,no,n o,,Berry1987[65],,,^ n o $,default,https://database.outofpapua.com/records/1921759
Kalabra-161_know-1,/records/1921880,Kalabra,161_know,nok,nok,n o k,,Berry1987[77],,,^ n o k $,default,https://database.outofpapua.com/records/1921880
Kalabra-173_sleep-1,/records/1921890,Kalabra,173_sleep,nolek,nolek,n o l e k,,Berry1987[78],,,^ n o l e k $,default,https://database.outofpapua.com/records/1921890
Kalabra-187_who-1,/records/1921904,Kalabra,187_who,nomangkau,nomaŋkau,n o m a ŋ k a u,,Berry1987[79],,,^ n o m a ŋ k a u $,default,https://database.outofpapua.com/records/1921904
Kalabra-38_person-2,/records/1921759,Kalabra,38_person,notuhu,notuhu,n o t u h u,,Berry1987[65],,,^ n o t u h u $,default,https://database.outofpapua.com/records/1921759
Kalabra-103_all-1,/records/1921823,Kalabra,103_all,nsiyo kaide,nsijo_kaide,n s i j o + k a i d e,,Berry1987[72],,,^ ns i j o _ k a i d e $,default,https://database.outofpapua.com/records/1921823
Kalabra-153_fall-1,/records/1921872,Kalabra,153_fall,nti,nti,n t i,,Berry1987[76],,,^ n t i $,default,https://database.outofpapua.com/records/1921872
Kalabra-184_walk-1,/records/1921901,Kalabra,184_walk,num,num,n u m,,Berry1987[79],,,^ n u m $,default,https://database.outofpapua.com/records/1921901
Kalabra-34_louse-1,/records/1921755,Kalabra,34_louse,on,on,o n,,Berry1987[65],,,^ o n $,default,https://database.outofpapua.com/records/1921755
Kalabra-68_sand-1,/records/1921789,Kalabra,68_sand,paser,paser,p a s e r,,Berry1987[68],,,^ p a s e r $,default,https://database.outofpapua.com/records/1921789
Kalabra-44_wing-1,/records/1921765,Kalabra,44_wing,pelu,pelu,p e l u,,Berry1987[66],,,^ p e l u $,default,https://database.outofpapua.com/records/1921765
Kalabra-130_swollenleg-1,/records/1921849,Kalabra,130_swollenleg,pik,pik,p i k,,Berry1987[74],,,^ p i k $,default,https://database.outofpapua.com/records/1921849
Kalabra-137_widepath-1,/records/1921856,Kalabra,137_widepath,pleibion,pleibion,p l e i b i o n,,Berry1987[75],,,^ p l e i b i o n $,default,https://database.outofpapua.com/records/1921856
Kalabra-49_egg-1,/records/1921770,Kalabra,49_egg,pogo,poɡo,p o g o,,Berry1987[66],,,^ p o ɡ o $,default,https://database.outofpapua.com/records/1921770
Kalabra-79_thunder-1,/records/1921799,Kalabra,79_thunder,rdiho,rdiho,r d i h o,,Berry1987[69],,,^ r d i h o $,default,https://database.outofpapua.com/records/1921799
Kalabra-29_female-1,/records/1921750,Kalabra,29_female,rid,rid,r i d,,Berry1987[65],,,^ r i d $,default,https://database.outofpapua.com/records/1921750
Kalabra-56_jungle-1,/records/1921777,Kalabra,56_jungle,sabra,sabra,s a b r a,,Berry1987[67],,,^ s a b r a $,default,https://database.outofpapua.com/records/1921777
Kalabra-11_hairhead-1,/records/1921732,Kalabra,11_hairhead,sadien,sadien,s a d i e n,,Berry1987[63],,,^ s a d i e n $,default,https://database.outofpapua.com/records/1921732
Kalabra-13_head-1,/records/1921734,Kalabra,13_head,safas,safas,s a f a s,,Berry1987[63],,,^ s a f a s $,default,https://database.outofpapua.com/records/1921734
Kalabra-50_fire-1,/records/1921771,Kalabra,50_fire,sal,sal,s a l,,Berry1987[67],,,^ s a l $,default,https://database.outofpapua.com/records/1921771
Kalabra-72_smoke-1,/records/1921792,Kalabra,72_smoke,salbi,salbi,s a l b i,,Berry1987[68],,,^ s a l b i $,default,https://database.outofpapua.com/records/1921792
Kalabra-2_back-1,/records/1921723,Kalabra,2_back,samkut,samkut,s a m k u t,,Berry1987[62],,,^ s a m k u t $,default,https://database.outofpapua.com/records/1921723
Kalabra-54_grass-1,/records/1921775,Kalabra,54_grass,sawija,sawiɟa,s a w i ɟ a,,Berry1987[67],,,^ s a w i ɟ a $,default,https://database.outofpapua.com/records/1921775
Kalabra-177_stab-1,/records/1921894,Kalabra,177_stab,sega,seɡa,s e g a,,Berry1987[78],,,^ s e ɡ a $,default,https://database.outofpapua.com/records/1921894
Kalabra-167_see-1,/records/1921885,Kalabra,167_see,semut,semut,s e m u t,,Berry1987[77],,,^ s e m u t $,default,https://database.outofpapua.com/records/1921885
Kalabra-172_sit-1,/records/1921889,Kalabra,172_sit,ser,ser,s e r,,Berry1987[78],,,^ s e r $,default,https://database.outofpapua.com/records/1921889
Kalabra-123_same-1,/records/1921842,Kalabra,123_same,sidir,sidir,s i d i r,,Berry1987[74],,,^ s i d i r $,default,https://database.outofpapua.com/records/1921842
Kalabra-9_eye-1,/records/1921730,Kalabra,9_eye,sifogo,sifoɡo,s i f o g o,,Berry1987[63],,,^ s i f o ɡ o $,default,https://database.outofpapua.com/records/1921730
Kalabra-25_cassowary-1,/records/1921746,Kalabra,25_cassowary,simat,simat,s i m a t,,Berry1987[64],,,^ s i m a t $,default,https://database.outofpapua.com/records/1921746
Kalabra-36_mosquito-1,/records/1921757,Kalabra,36_mosquito,sinas,sinas,s i n a s,,Berry1987[65],,,^ s i n a s $,default,https://database.outofpapua.com/records/1921757
Kalabra-174_speak-1,/records/1921891,Kalabra,174_speak,sir,sir,s i r,,Berry1987[78],,,^ s i r $,default,https://database.outofpapua.com/records/1921891
Kalabra-8_elbow-1,/records/1921729,Kalabra,8_elbow,siya,sija,s i j a,,Berry1987[63],,,^ s i j a $,default,https://database.outofpapua.com/records/1921729
Kalabra-159_hold-1,/records/1921878,Kalabra,159_hold,slonti,slonti,s l o n t i,,Berry1987[77],,,^ s l o n t i $,default,https://database.outofpapua.com/records/1921878
Kalabra-131_that-1,/records/1921850,Kalabra,131_that,sodonof,sodonof,s o d o n o f,,Berry1987[74],,,^ s o d o n o f $,default,https://database.outofpapua.com/records/1921850
Kalabra-134_this-1,/records/1921853,Kalabra,134_this,songgaf,soŋɡaf,s o ŋ g a f,,Berry1987[74],,,^ s o ŋ ɡ a f $,default,https://database.outofpapua.com/records/1921853
Kalabra-150_dream-1,/records/1921869,Kalabra,150_dream,sumuk,sumuk,s u m u k,,Berry1987[76],,,^ s u m u k $,default,https://database.outofpapua.com/records/1921869
Kalabra-48_cloud-1,/records/1921769,Kalabra,48_cloud,sun,sun,s u n,,Berry1987[66],,,^ s u n $,default,https://database.outofpapua.com/records/1921769
Kalabra-51_fog-1,/records/1921772,Kalabra,51_fog,sun,sun,s u n,,Berry1987[67],,,^ s u n $,default,https://database.outofpapua.com/records/1921772
Kalabra-6_breast-1,/records/1921727,Kalabra,6_breast,syo,sjo,s j o,,Berry1987[63],,,^ s j o $,default,https://database.outofpapua.com/records/1921727
Kalabra-62_night-1,/records/1921783,Kalabra,62_night,tedon,tedon,t e d o n,,Berry1987[68],,,^ t e d o n $,default,https://database.outofpapua.com/records/1921783
Kalabra-76_stick-1,/records/1921796,Kalabra,76_stick,tegen,teɡen,t e g e n,,Berry1987[69],,,^ t e ɡ e n $,default,https://database.outofpapua.com/records/1921796
